Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month Name,Quarter,Day Name,Profit Margin
2024-06-05,Printer,Office,South,5,1025,246.15,2024,6,June,2,Wednesday,24.014634146341464
2022-01-13,Monitor,Accessories,West,2,1924,434.86,2022,1,January,1,Thursday,22.6018711018711
2023-08-29,Smartphone,Electronics,North,2,1660,362.88,2023,8,August,3,Tuesday,21.86024096385542
2022-05-23,Printer,Office,North,1,985,105.09,2022,5,May,2,Monday,10.669035532994924
2024-07-14,Keyboard,Accessories,North,5,2600,537.11,2024,7,July,3,Sunday,20.658076923076923
2024-10-21,Camera,Electronics,West,4,2792,725.35,2024,10,October,4,Monday,25.979584527220634
2024-08-31,Headphones,Accessories,North,2,378,87.37,2024,8,August,3,Saturday,23.11375661375661
2022-04-17,Camera,Electronics,West,8,968,271.61,2022,4,April,2,Sunday,28.058884297520663
2024-05-12,Smartwatch,Electronics,North,3,564,108.35,2024,5,May,2,Sunday,19.210992907801412
2023-01-25,Laptop,Electronics,South,5,2365,667.61,2023,1,January,1,Wednesday,28.228752642706134
2024-04-01,Smartphone,Electronics,West,6,3252,834.84,2024,4,April,2,Monday,25.67158671586716
2024-05-05,Camera,Electronics,North,1,276,42.68,2024,5,May,2,Sunday,15.463768115942027
2024-05-20,Mouse,Accessories,West,3,3408,205.76,2024,5,May,2,Monday,6.037558685446009
2022-10-20,Laptop,Electronics,East,6,1398,180.88,2022,10,October,4,Thursday,12.938483547925609
2022-02-27,Keyboard,Accessories,North,4,904,108.85,2022,2,February,1,Sunday,12.040929203539823
2023-12-01,Keyboard,Accessories,South,1,1178,161.06,2023,12,December,4,Friday,13.6723259762309
2022-07-29,Headphones,Accessories,West,3,2535,292.19,2022,7,July,3,Friday,11.526232741617356
2023-04-17,Tablet,Electronics,West,1,496,146.92,2023,4,April,2,Monday,29.620967741935484
2024-06-30,Smartphone,Electronics,West,4,3888,284.17,2024,6,June,2,Sunday,7.308899176954734
2024-03-12,Tablet,Electronics,East,7,4921,798.16,2024,3,March,1,Tuesday,16.21946758788864
2024-07-04,Smartwatch,Electronics,West,8,4472,290.79,2024,7,July,3,Thursday,6.502459749552774
2023-04-09,Tablet,Electronics,North,3,603,153.37,2023,4,April,2,Sunday,25.434494195688227
2023-03-10,Headphones,Accessories,West,9,1899,501.4,2023,3,March,1,Friday,26.403370194839383
2023-01-03,Printer,Office,North,4,544,67.84,2023,1,January,1,Tuesday,12.470588235294118
2022-05-29,Monitor,Accessories,North,9,6471,1844.59,2022,5,May,2,Sunday,28.505486014526348
2023-03-22,Keyboard,Accessories,North,1,677,54.14,2023,3,March,1,Wednesday,7.997045790251107
2022-09-07,Laptop,Electronics,South,4,1372,302.58,2022,9,September,3,Wednesday,22.053935860058303
2024-06-08,Keyboard,Accessories,North,9,7542,1477.49,2024,6,June,2,Saturday,19.59016176080615
2023-04-16,Monitor,Accessories,West,1,924,125.65,2023,4,April,2,Sunday,13.598484848484848
2022-07-11,Smartphone,Electronics,East,5,3940,755.11,2022,7,July,3,Monday,19.165228426395934
2024-10-05,Tablet,Electronics,West,2,374,49.26,2024,10,October,4,Saturday,13.171122994652409
2023-03-19,Printer,Office,North,5,1800,252.69,2023,3,March,1,Sunday,14.038333333333334
2022-12-26,Monitor,Accessories,West,5,3170,868.34,2022,12,December,4,Monday,27.39242902208202
2024-08-17,Headphones,Accessories,North,7,5362,1029.47,2024,8,August,3,Saturday,19.199365908243195
2023-11-05,Monitor,Accessories,East,9,5976,1747.57,2023,11,November,4,Sunday,29.24313922356091
2023-07-06,Keyboard,Accessories,North,9,8514,1400.4,2023,7,July,3,Thursday,16.44820295983087
2023-11-25,Laptop,Electronics,South,1,810,157.47,2023,11,November,4,Saturday,19.440740740740743
2022-01-08,Mouse,Accessories,South,1,71,12.02,2022,1,January,1,Saturday,16.929577464788732
2022-06-15,Laptop,Electronics,North,1,651,57.94,2022,6,June,2,Wednesday,8.900153609831028
2022-03-13,Monitor,Accessories,North,3,1245,119.11,2022,3,March,1,Sunday,9.567068273092367
2023-11-06,Monitor,Accessories,West,1,464,58.38,2023,11,November,4,Monday,12.58189655172414
2023-02-11,Monitor,Accessories,North,5,5155,356.43,2023,2,February,1,Saturday,6.9142580019398645
2023-12-11,Smartphone,Electronics,East,5,5175,786.27,2023,12,December,4,Monday,15.193623188405796
2022-01-13,Smartphone,Electronics,East,2,1668,470.42,2022,1,January,1,Thursday,28.202637889688248
2024-09-30,Printer,Office,East,3,1872,532.81,2024,9,September,3,Monday,28.462072649572644
2023-01-16,Laptop,Electronics,North,3,513,132.56,2023,1,January,1,Monday,25.840155945419102
2024-04-05,Printer,Office,West,2,2276,366.5,2024,4,April,2,Friday,16.10281195079086
2024-01-02,Mouse,Accessories,West,4,3428,305.79,2024,1,January,1,Tuesday,8.920361726954493
2024-03-02,Keyboard,Accessories,East,2,1640,176.87,2024,3,March,1,Saturday,10.784756097560976
2024-05-25,Camera,Electronics,East,7,7077,1921.73,2024,5,May,2,Saturday,27.154585276246998
2023-10-20,Printer,Office,South,9,9225,1391.15,2023,10,October,4,Friday,15.080216802168025
2022-06-20,Mouse,Accessories,South,5,3910,584.77,2022,6,June,2,Monday,14.955754475703326
2023-05-09,Printer,Office,West,5,1995,369.22,2023,5,May,2,Tuesday,18.507268170426062
2023-08-31,Keyboard,Accessories,North,7,385,43.43,2023,8,August,3,Thursday,11.280519480519482
2023-03-23,Mouse,Accessories,East,4,4316,566.7,2023,3,March,1,Thursday,13.130213160333644
2024-04-28,Smartwatch,Electronics,North,1,1169,340.69,2024,4,April,2,Sunday,29.1437125748503
2023-03-30,Headphones,Accessories,East,5,2325,506.32,2023,3,March,1,Thursday,21.77720430107527
2024-02-18,Monitor,Accessories,North,1,199,48.92,2024,2,February,1,Sunday,24.58291457286432
2022-08-13,Smartwatch,Electronics,South,3,375,80.58,2022,8,August,3,Saturday,21.488
2022-05-05,Laptop,Electronics,East,9,8010,763.32,2022,5,May,2,Thursday,9.529588014981275
2023-01-03,Mouse,Accessories,East,4,316,77.13,2023,1,January,1,Tuesday,24.408227848101262
2024-11-14,Camera,Electronics,South,9,5895,442.49,2024,11,November,4,Thursday,7.506191687871078
2022-04-09,Headphones,Accessories,East,4,388,35.21,2022,4,April,2,Saturday,9.074742268041238
2024-06-12,Mouse,Accessories,West,5,3670,462.97,2024,6,June,2,Wednesday,12.6149863760218
2024-10-15,Smartphone,Electronics,East,9,7731,2178.05,2024,10,October,4,Tuesday,28.172940111240464
2023-10-18,Laptop,Electronics,South,3,1596,91.23,2023,10,October,4,Wednesday,5.716165413533835
2024-04-06,Camera,Electronics,East,4,4192,216.16,2024,4,April,2,Saturday,5.15648854961832
2023-07-29,Tablet,Electronics,West,7,5264,756.33,2023,7,July,3,Saturday,14.36797112462006
2023-06-04,Laptop,Electronics,North,1,425,48.81,2023,6,June,2,Sunday,11.48470588235294
2022-03-17,Smartwatch,Electronics,North,4,3380,211.72,2022,3,March,1,Thursday,6.263905325443788
2024-03-07,Printer,Office,East,7,8379,2009.05,2024,3,March,1,Thursday,23.97720491705454
2022-03-05,Keyboard,Accessories,North,4,2040,393.72,2022,3,March,1,Saturday,19.3
2024-04-17,Printer,Office,East,4,1336,116.65,2024,4,April,2,Wednesday,8.731287425149702
2024-08-22,Keyboard,Accessories,South,2,1934,157.41,2024,8,August,3,Thursday,8.139089968976215
2024-04-09,Keyboard,Accessories,South,3,1560,391.11,2024,4,April,2,Tuesday,25.071153846153848
2024-07-20,Keyboard,Accessories,North,6,4446,1217.86,2024,7,July,3,Saturday,27.39226270805218
2023-03-17,Printer,Office,West,3,1893,508.8,2023,3,March,1,Friday,26.87797147385103
2024-07-04,Camera,Electronics,East,4,4492,670.42,2024,7,July,3,Thursday,14.924755120213712
2023-08-12,Mouse,Accessories,South,6,6228,1852.45,2023,8,August,3,Saturday,29.74389852280025
2023-04-23,Camera,Electronics,East,7,4403,1295.89,2023,4,April,2,Sunday,29.431978196684085
2022-10-15,Headphones,Accessories,South,9,4176,510.97,2022,10,October,4,Saturday,12.23587164750958
2022-05-24,Keyboard,Accessories,West,2,486,64.43,2022,5,May,2,Tuesday,13.257201646090536
2022-05-09,Printer,Office,East,5,4880,1084.69,2022,5,May,2,Monday,22.227254098360657
2022-11-02,Printer,Office,West,5,265,53.21,2022,11,November,4,Wednesday,20.079245283018867
2023-09-10,Laptop,Electronics,East,1,1041,128.58,2023,9,September,3,Sunday,12.351585014409224
2024-03-28,Smartphone,Electronics,East,8,9448,616.5,2024,3,March,1,Thursday,6.525190516511431
2022-07-01,Headphones,Accessories,South,3,1617,440.46,2022,7,July,3,Friday,27.23933209647495
2024-02-17,Laptop,Electronics,West,2,1486,233.7,2024,2,February,1,Saturday,15.726783310901748
2023-07-08,Smartwatch,Electronics,East,8,7152,1539.72,2023,7,July,3,Saturday,21.528523489932887
2022-12-29,Mouse,Accessories,East,6,1404,368.36,2022,12,December,4,Thursday,26.23646723646724
2023-08-11,Camera,Electronics,South,2,122,16.23,2023,8,August,3,Friday,13.303278688524593
2023-08-01,Camera,Electronics,North,9,7533,1285.72,2023,8,August,3,Tuesday,17.067834859949553
2023-07-23,Headphones,Accessories,South,4,3888,810.08,2023,7,July,3,Sunday,20.83539094650206
2024-07-05,Smartphone,Electronics,South,5,870,48.87,2024,7,July,3,Friday,5.617241379310345
2022-11-28,Mouse,Accessories,South,2,1446,403.89,2022,11,November,4,Monday,27.931535269709546
2024-11-11,Tablet,Electronics,South,6,510,151.91,2024,11,November,4,Monday,29.786274509803924
2024-07-29,Keyboard,Accessories,West,8,6224,790.27,2024,7,July,3,Monday,12.697140102827763
2023-04-25,Keyboard,Accessories,North,2,686,85.03,2023,4,April,2,Tuesday,12.395043731778426
2023-12-11,Mouse,Accessories,West,4,2840,591.94,2023,12,December,4,Monday,20.842957746478877
2023-11-12,Laptop,Electronics,South,7,2562,347.62,2023,11,November,4,Sunday,13.568306010928962
2024-05-04,Smartphone,Electronics,West,5,790,216.12,2024,5,May,2,Saturday,27.356962025316456
2022-07-09,Laptop,Electronics,East,5,4170,786.42,2022,7,July,3,Saturday,18.858992805755395
2022-11-22,Tablet,Electronics,East,4,1360,373.59,2022,11,November,4,Tuesday,27.46985294117647
2022-03-13,Camera,Electronics,East,6,5316,782.42,2022,3,March,1,Sunday,14.71820917983446
2023-07-20,Laptop,Electronics,West,4,3956,293.38,2023,7,July,3,Thursday,7.416076845298281
2022-05-09,Monitor,Accessories,North,3,726,94.38,2022,5,May,2,Monday,13.0
2024-08-04,Smartphone,Electronics,North,4,228,29.37,2024,8,August,3,Sunday,12.88157894736842
2022-07-31,Headphones,Accessories,North,3,2274,442.57,2022,7,July,3,Sunday,19.462181178540018
2024-09-13,Keyboard,Accessories,North,9,2628,459.87,2024,9,September,3,Friday,17.498858447488587
2024-05-26,Camera,Electronics,South,6,606,104.85,2024,5,May,2,Sunday,17.301980198019802
2024-11-15,Headphones,Accessories,East,8,7256,558.79,2024,11,November,4,Friday,7.701074972436604
2023-03-11,Camera,Electronics,West,4,1956,125.69,2023,3,March,1,Saturday,6.425869120654397
2024-06-20,Printer,Office,South,6,3954,690.1,2024,6,June,2,Thursday,17.453211937278706
2023-01-11,Keyboard,Accessories,East,6,2262,442.86,2023,1,January,1,Wednesday,19.578249336870027
2022-02-15,Printer,Office,North,4,2804,391.59,2022,2,February,1,Tuesday,13.96540656205421
2022-04-26,Tablet,Electronics,South,9,5850,1511.06,2022,4,April,2,Tuesday,25.830085470085468
2023-06-07,Keyboard,Accessories,West,1,56,9.16,2023,6,June,2,Wednesday,16.357142857142858
2024-01-17,Monitor,Accessories,East,9,4302,344.64,2024,1,January,1,Wednesday,8.011157601115759
2024-05-14,Camera,Electronics,West,9,10143,1690.66,2024,5,May,2,Tuesday,16.668244109237897
2023-05-15,Headphones,Accessories,North,1,1012,164.89,2023,5,May,2,Monday,16.293478260869566
2023-05-22,Tablet,Electronics,East,9,8964,448.62,2023,5,May,2,Monday,5.004685408299866
2022-08-05,Mouse,Accessories,South,6,1758,262.36,2022,8,August,3,Friday,14.92377701934016
2023-10-12,Printer,Office,North,6,6348,557.72,2023,10,October,4,Thursday,8.785759294265912
2023-11-04,Printer,Office,North,2,1582,422.46,2023,11,November,4,Saturday,26.70417193426043
2023-05-17,Mouse,Accessories,South,2,1924,394.4,2023,5,May,2,Wednesday,20.498960498960496
2023-04-02,Keyboard,Accessories,North,1,120,23.86,2023,4,April,2,Sunday,19.883333333333333
2024-01-26,Headphones,Accessories,East,8,7752,1943.84,2024,1,January,1,Friday,25.075335397316824
2023-07-13,Camera,Electronics,East,2,1114,300.44,2023,7,July,3,Thursday,26.96947935368043
2024-11-28,Keyboard,Accessories,North,5,1765,229.06,2024,11,November,4,Thursday,12.977903682719546
2022-08-10,Keyboard,Accessories,West,6,6834,1418.21,2022,8,August,3,Wednesday,20.752268071407663
2022-09-14,Smartphone,Electronics,East,5,1520,433.53,2022,9,September,3,Wednesday,28.521710526315783
2023-08-05,Smartwatch,Electronics,West,7,8141,767.6,2023,8,August,3,Saturday,9.42881709863653
2023-08-30,Tablet,Electronics,South,8,5176,866.36,2023,8,August,3,Wednesday,16.738021638330757
2024-05-11,Mouse,Accessories,East,9,738,64.42,2024,5,May,2,Saturday,8.728997289972899
2024-01-17,Printer,Office,South,9,4086,217.48,2024,1,January,1,Wednesday,5.322564855604503
2022-09-16,Mouse,Accessories,East,2,442,28.13,2022,9,September,3,Friday,6.364253393665158
2023-01-13,Smartphone,Electronics,East,6,2478,153.86,2023,1,January,1,Friday,6.2090395480226
2022-01-22,Keyboard,Accessories,South,2,1860,327.15,2022,1,January,1,Saturday,17.588709677419352
2022-05-24,Monitor,Accessories,East,9,4968,991.82,2022,5,May,2,Tuesday,19.96417069243156
2023-03-05,Printer,Office,South,3,1446,278.94,2023,3,March,1,Sunday,19.29045643153527
2023-04-25,Mouse,Accessories,East,7,1722,414.87,2023,4,April,2,Tuesday,24.09233449477352
2024-07-13,Smartwatch,Electronics,East,7,6573,460.28,2024,7,July,3,Saturday,7.002586338049596
2024-09-01,Headphones,Accessories,East,3,2481,249.52,2024,9,September,3,Sunday,10.057234985892784
2024-12-26,Monitor,Accessories,West,6,3828,1102.86,2024,12,December,4,Thursday,28.810344827586203
2023-08-20,Tablet,Electronics,East,7,1197,103.34,2023,8,August,3,Sunday,8.633249791144529
2022-01-09,Tablet,Electronics,West,7,7623,1459.84,2022,1,January,1,Sunday,19.15046569592024
2022-08-14,Mouse,Accessories,North,9,3384,252.11,2022,8,August,3,Sunday,7.450059101654846
2022-01-01,Monitor,Accessories,South,8,1296,273.97,2022,1,January,1,Saturday,21.13966049382716
2024-07-25,Tablet,Electronics,West,8,2840,262.62,2024,7,July,3,Thursday,9.247183098591549
2024-08-22,Camera,Electronics,East,7,1540,342.93,2024,8,August,3,Thursday,22.268181818181816
2022-06-28,Camera,Electronics,West,2,1414,308.39,2022,6,June,2,Tuesday,21.809759547383308
2023-04-26,Camera,Electronics,West,8,8328,466.38,2023,4,April,2,Wednesday,5.60014409221902
2023-08-29,Camera,Electronics,North,2,744,217.21,2023,8,August,3,Tuesday,29.19489247311828
2023-01-02,Mouse,Accessories,South,9,1773,168.01,2023,1,January,1,Monday,9.476029328821204
2023-08-11,Smartphone,Electronics,East,7,6034,1018.37,2023,8,August,3,Friday,16.877195889956912
2023-06-22,Smartphone,Electronics,South,9,756,99.21,2023,6,June,2,Thursday,13.123015873015872
2024-07-27,Monitor,Accessories,East,8,2256,468.52,2024,7,July,3,Saturday,20.7677304964539
2023-11-30,Monitor,Accessories,North,7,875,203.63,2023,11,November,4,Thursday,23.272
2024-11-26,Headphones,Accessories,South,4,1208,115.13,2024,11,November,4,Tuesday,9.530629139072849
2023-08-15,Headphones,Accessories,South,2,352,54.19,2023,8,August,3,Tuesday,15.394886363636362
2023-02-23,Printer,Office,West,6,4266,357.51,2023,2,February,1,Thursday,8.380450070323487
2022-03-26,Tablet,Electronics,North,7,1841,496.89,2022,3,March,1,Saturday,26.990222705051604
2024-07-27,Camera,Electronics,East,1,712,89.5,2024,7,July,3,Saturday,12.570224719101123
2024-03-23,Printer,Office,West,2,724,72.19,2024,3,March,1,Saturday,9.970994475138122
2024-12-09,Smartphone,Electronics,West,8,5832,662.72,2024,12,December,4,Monday,11.363511659807957
2023-06-17,Keyboard,Accessories,South,6,4188,989.14,2023,6,June,2,Saturday,23.618433619866284
2023-09-21,Tablet,Electronics,West,1,392,50.7,2023,9,September,3,Thursday,12.933673469387754
2022-05-14,Laptop,Electronics,East,9,963,49.71,2022,5,May,2,Saturday,5.161993769470405
2024-04-13,Camera,Electronics,West,6,5706,319.46,2024,4,April,2,Saturday,5.598668068699614
2024-06-11,Headphones,Accessories,West,7,1365,312.04,2024,6,June,2,Tuesday,22.86007326007326
2023-05-23,Headphones,Accessories,South,1,202,11.24,2023,5,May,2,Tuesday,5.564356435643565
2023-12-24,Smartphone,Electronics,North,9,2430,613.67,2023,12,December,4,Sunday,25.253909465020573
2023-04-26,Monitor,Accessories,South,3,2670,515.39,2023,4,April,2,Wednesday,19.30299625468165
2022-01-21,Tablet,Electronics,South,7,2758,520.66,2022,1,January,1,Friday,18.878172588832488
2022-10-14,Monitor,Accessories,South,9,873,82.35,2022,10,October,4,Friday,9.43298969072165
2023-08-23,Smartwatch,Electronics,West,9,7245,1410.92,2023,8,August,3,Wednesday,19.4743961352657
2023-09-13,Camera,Electronics,North,4,960,255.24,2023,9,September,3,Wednesday,26.5875
2024-12-28,Smartwatch,Electronics,East,4,1284,171.02,2024,12,December,4,Saturday,13.319314641744548
2023-06-09,Mouse,Accessories,West,4,512,110.47,2023,6,June,2,Friday,21.576171875
2022-07-10,Smartwatch,Electronics,South,9,9729,2039.41,2022,7,July,3,Sunday,20.962174940898347
2023-01-11,Camera,Electronics,North,5,1580,166.16,2023,1,January,1,Wednesday,10.51645569620253
2023-07-26,Mouse,Accessories,East,8,976,234.24,2023,7,July,3,Wednesday,24.000000000000004
2024-01-05,Printer,Office,North,8,1824,495.35,2024,1,January,1,Friday,27.15734649122808
2023-05-08,Smartphone,Electronics,South,4,3188,202.81,2023,5,May,2,Monday,6.361668757841906
2023-11-29,Camera,Electronics,East,7,5467,556.02,2023,11,November,4,Wednesday,10.17047740991403
2024-09-05,Smartphone,Electronics,South,6,5406,1277.46,2024,9,September,3,Thursday,23.63041065482797
2024-08-08,Headphones,Accessories,East,8,2984,742.31,2024,8,August,3,Thursday,24.876340482573724
2023-04-12,Printer,Office,North,1,919,193.35,2023,4,April,2,Wednesday,21.03917301414581
2023-08-18,Camera,Electronics,South,6,1686,426.72,2023,8,August,3,Friday,25.309608540925264
2023-06-02,Laptop,Electronics,West,7,4165,493.24,2023,6,June,2,Friday,11.84249699879952
2023-11-17,Smartphone,Electronics,West,7,1281,282.63,2023,11,November,4,Friday,22.06323185011709
2024-06-17,Smartwatch,Electronics,East,3,2829,362.16,2024,6,June,2,Monday,12.8016967126193
2024-04-06,Monitor,Accessories,West,3,2211,292.31,2024,4,April,2,Saturday,13.220714608774312
2024-12-18,Headphones,Accessories,East,4,4740,607.81,2024,12,December,4,Wednesday,12.822995780590714
2023-12-09,Camera,Electronics,East,1,718,169.09,2023,12,December,4,Saturday,23.550139275766018
2022-10-10,Headphones,Accessories,North,6,1716,108.81,2022,10,October,4,Monday,6.340909090909092
2024-04-22,Monitor,Accessories,South,7,1547,152.59,2024,4,April,2,Monday,9.86360698125404
2022-06-14,Mouse,Accessories,North,1,739,111.18,2022,6,June,2,Tuesday,15.044654939106902
2023-09-03,Laptop,Electronics,West,3,819,231.88,2023,9,September,3,Sunday,28.31257631257631
2023-12-19,Laptop,Electronics,South,8,5696,1156.3,2023,12,December,4,Tuesday,20.300210674157302
2023-01-22,Monitor,Accessories,South,2,1706,184.71,2023,1,January,1,Sunday,10.827080890973036
2024-01-23,Camera,Electronics,North,2,2066,608.23,2024,1,January,1,Tuesday,29.43998063891578
2024-06-07,Laptop,Electronics,North,2,256,35.66,2024,6,June,2,Friday,13.929687499999998
2024-02-04,Smartphone,Electronics,North,2,1102,182.54,2024,2,February,1,Sunday,16.56442831215971
2024-08-31,Monitor,Accessories,North,8,2872,483.94,2024,8,August,3,Saturday,16.850278551532032
2024-11-11,Tablet,Electronics,East,4,2584,394.52,2024,11,November,4,Monday,15.26780185758514
2024-07-27,Mouse,Accessories,North,2,1366,298.32,2024,7,July,3,Saturday,21.838945827232795
2024-05-11,Smartwatch,Electronics,South,7,1253,354.23,2024,5,May,2,Saturday,28.270550678371908
2023-03-24,Laptop,Electronics,West,7,2618,300.81,2023,3,March,1,Friday,11.490068754774638
2022-09-22,Headphones,Accessories,East,9,6822,1811.37,2022,9,September,3,Thursday,26.551890941073
2023-11-05,Keyboard,Accessories,East,6,5286,636.16,2023,11,November,4,Sunday,12.034808929247069
2024-06-13,Monitor,Accessories,North,1,579,133.57,2024,6,June,2,Thursday,23.06908462867012
2022-02-28,Laptop,Electronics,West,8,1392,190.99,2022,2,February,1,Monday,13.720545977011495
2022-11-14,Laptop,Electronics,West,9,2493,696.69,2022,11,November,4,Monday,27.945848375451263
2023-09-17,Smartphone,Electronics,North,7,6461,766.45,2023,9,September,3,Sunday,11.862714750038696
2022-08-17,Tablet,Electronics,East,2,1486,201.07,2022,8,August,3,Wednesday,13.530955585464334
2023-05-14,Printer,Office,South,1,1152,280.28,2023,5,May,2,Sunday,24.32986111111111
2022-03-12,Smartwatch,Electronics,West,2,1750,103.99,2022,3,March,1,Saturday,5.942285714285714
2022-07-12,Smartphone,Electronics,West,7,4417,495.37,2022,7,July,3,Tuesday,11.215078107312657
2024-07-05,Laptop,Electronics,South,4,3724,276.85,2024,7,July,3,Friday,7.43421052631579
2023-06-16,Camera,Electronics,West,3,2220,121.14,2023,6,June,2,Friday,5.456756756756756
2023-06-20,Monitor,Accessories,West,8,9104,2620.58,2023,6,June,2,Tuesday,28.784929701230222
2024-08-08,Printer,Office,West,3,3093,584.23,2024,8,August,3,Thursday,18.88878111865503
2023-03-01,Headphones,Accessories,South,6,3048,842.24,2023,3,March,1,Wednesday,27.63254593175853
2022-05-02,Smartphone,Electronics,North,1,161,36.58,2022,5,May,2,Monday,22.720496894409937
2023-07-23,Monitor,Accessories,West,7,7238,1889.69,2023,7,July,3,Sunday,26.10790273556231
2024-03-30,Smartphone,Electronics,North,3,3561,347.31,2024,3,March,1,Saturday,9.753159224936816
2022-08-07,Monitor,Accessories,North,5,1850,534.39,2022,8,August,3,Sunday,28.885945945945945
2022-03-06,Mouse,Accessories,West,6,3522,626.72,2022,3,March,1,Sunday,17.79443498012493
2023-11-24,Smartwatch,Electronics,East,1,584,172.4,2023,11,November,4,Friday,29.52054794520548
2023-08-31,Smartphone,Electronics,East,4,2556,412.44,2023,8,August,3,Thursday,16.136150234741784
2023-10-14,Smartphone,Electronics,South,2,348,56.31,2023,10,October,4,Saturday,16.181034482758623
2023-05-16,Monitor,Accessories,South,9,1602,142.49,2023,5,May,2,Tuesday,8.894506866416979
2023-06-19,Monitor,Accessories,South,3,2853,437.59,2023,6,June,2,Monday,15.337889940413598
2023-07-21,Printer,Office,West,1,1024,230.3,2023,7,July,3,Friday,22.490234375
2022-03-20,Camera,Electronics,East,5,4485,1324.49,2022,3,March,1,Sunday,29.531549609810483
2023-08-06,Printer,Office,East,2,436,79.69,2023,8,August,3,Sunday,18.277522935779817
2024-10-21,Smartwatch,Electronics,North,2,2232,150.12,2024,10,October,4,Monday,6.725806451612904
2022-08-14,Keyboard,Accessories,South,6,7056,1445.01,2022,8,August,3,Sunday,20.479166666666668
2022-03-15,Keyboard,Accessories,East,5,875,96.65,2022,3,March,1,Tuesday,11.045714285714286
2022-02-01,Smartwatch,Electronics,East,3,315,61.94,2022,2,February,1,Tuesday,19.663492063492065
2022-04-24,Laptop,Electronics,East,2,358,51.75,2022,4,April,2,Sunday,14.455307262569834
2023-03-23,Camera,Electronics,South,7,3451,194.42,2023,3,March,1,Thursday,5.633729353810489
2022-02-10,Laptop,Electronics,North,9,1350,189.13,2022,2,February,1,Thursday,14.00962962962963
2023-10-19,Tablet,Electronics,West,8,3320,413.32,2023,10,October,4,Thursday,12.449397590361446
2024-09-10,Mouse,Accessories,North,9,8442,940.33,2024,9,September,3,Tuesday,11.138711205875389
2022-06-17,Keyboard,Accessories,South,1,166,31.97,2022,6,June,2,Friday,19.25903614457831
2023-08-09,Mouse,Accessories,North,5,3720,448.6,2023,8,August,3,Wednesday,12.059139784946238
2023-07-11,Laptop,Electronics,South,2,1090,136.65,2023,7,July,3,Tuesday,12.53669724770642
2024-01-05,Laptop,Electronics,West,9,9783,2347.49,2024,1,January,1,Friday,23.99560462025963
2022-09-22,Smartphone,Electronics,North,4,2432,657.18,2022,9,September,3,Thursday,27.022203947368418
2023-06-22,Mouse,Accessories,North,7,4060,291.42,2023,6,June,2,Thursday,7.177832512315272
2023-03-26,Smartwatch,Electronics,North,1,387,99.59,2023,3,March,1,Sunday,25.733850129198967
2023-08-11,Smartwatch,Electronics,North,3,966,120.56,2023,8,August,3,Friday,12.48033126293996
2024-05-17,Tablet,Electronics,North,3,3366,882.29,2024,5,May,2,Friday,26.21182412358883
2024-06-30,Monitor,Accessories,West,7,7833,1843.94,2024,6,June,2,Sunday,23.54066130473637
2023-04-09,Monitor,Accessories,West,1,610,33.55,2023,4,April,2,Sunday,5.499999999999999
2022-05-28,Smartwatch,Electronics,West,8,4288,597.09,2022,5,May,2,Saturday,13.924673507462687
2022-07-18,Printer,Office,North,9,7740,605.35,2022,7,July,3,Monday,7.821059431524548
2024-08-20,Smartwatch,Electronics,West,9,3150,457.13,2024,8,August,3,Tuesday,14.512063492063492
2023-12-31,Keyboard,Accessories,West,2,894,224.75,2023,12,December,4,Sunday,25.13982102908277
2022-10-09,Laptop,Electronics,North,8,7544,1219.73,2022,10,October,4,Sunday,16.1682131495228
2024-03-01,Keyboard,Accessories,North,8,6360,1871.88,2024,3,March,1,Friday,29.43207547169812
2022-03-19,Smartphone,Electronics,West,4,2428,485.75,2022,3,March,1,Saturday,20.006177924217464
2022-10-05,Headphones,Accessories,South,2,574,38.52,2022,10,October,4,Wednesday,6.710801393728223
2023-04-25,Keyboard,Accessories,West,6,6744,660.47,2023,4,April,2,Tuesday,9.793446026097271
2023-09-11,Headphones,Accessories,North,6,798,213.4,2023,9,September,3,Monday,26.74185463659148
2023-01-13,Printer,Office,North,5,2860,339.0,2023,1,January,1,Friday,11.853146853146852
2022-04-03,Printer,Office,South,5,5410,1129.77,2022,4,April,2,Sunday,20.882994454713494
2023-02-26,Laptop,Electronics,West,5,4445,580.15,2023,2,February,1,Sunday,13.051743532058492
2024-11-03,Smartwatch,Electronics,South,8,7536,1197.09,2024,11,November,4,Sunday,15.884952229299362
2023-09-26,Monitor,Accessories,North,7,4165,263.26,2023,9,September,3,Tuesday,6.320768307322928
2024-02-19,Laptop,Electronics,East,3,3021,763.99,2024,2,February,1,Monday,25.28930817610063
2024-04-29,Keyboard,Accessories,North,2,310,70.66,2024,4,April,2,Monday,22.793548387096774
2024-05-15,Headphones,Accessories,South,2,2170,522.0,2024,5,May,2,Wednesday,24.05529953917051
2024-10-22,Tablet,Electronics,West,3,2832,317.76,2024,10,October,4,Tuesday,11.220338983050846
2022-07-31,Smartwatch,Electronics,West,5,3945,392.09,2022,7,July,3,Sunday,9.93891001267427
2022-09-10,Tablet,Electronics,South,4,2104,308.0,2022,9,September,3,Saturday,14.638783269961978
2022-08-24,Monitor,Accessories,South,2,2060,517.64,2022,8,August,3,Wednesday,25.128155339805826
2024-06-23,Printer,Office,North,4,1060,155.78,2024,6,June,2,Sunday,14.69622641509434
